item,weight,year,month,value,date
Growth of  Electricity  (%),NA,2019,11,-4.9,2019-11-01
Growth of  Electricity  (%),NA,2019,12,0.0,2019-12-01
Growth of  Electricity  (%),NA,2020,1,3.2,2020-01-01
Growth of  Electricity  (%),NA,2020,2,11.5,2020-02-01
Growth of  Electricity  (%),NA,2020,3,-8.2,2020-03-01
Growth of  Electricity  (%),NA,2020,4,-22.9,2020-04-01
Growth of  Electricity  (%),NA,2020,5,-14.8,2020-05-01
Growth of  Electricity  (%),NA,2020,6,-10.0,2020-06-01
Growth of  Electricity  (%),NA,2020,7,-2.4,2020-07-01
Growth of  Electricity  (%),NA,2020,8,-1.8,2020-08-01
Growth of  Electricity  (%),NA,2020,9,4.8,2020-09-01
Growth of  Electricity  (%),NA,2020,10,11.2,2020-10-01
Growth of  Electricity  (%),NA,2020,11,3.5,2020-11-01
Growth of  Electricity  (%),NA,2020,12,5.1,2020-12-01
Growth of  Electricity  (%),NA,2021,1,5.5,2021-01-01
Growth of  Electricity  (%),NA,2021,2,0.2,2021-02-01
Growth of  Electricity  (%),NA,2021,3,22.5,2021-03-01
Growth of  Electricity  (%),NA,2021,4,38.5,2021-04-01
Growth of  Electricity  (%),NA,2021,5,7.5,2021-05-01
Growth of  Electricity  (%),NA,2021,6,8.2,2021-06-01
Growth of  Electricity  (%),NA,2021,7,11.0,2021-07-01
Growth of  Electricity  (%),NA,2021,8,16.0,2021-08-01
Growth of  Electricity  (%),NA,2021,9,0.9,2021-09-01
Growth of  Electricity  (%),NA,2021,10,3.2,2021-10-01
Growth of  Electricity  (%),NA,2021,11,2.1,2021-11-01
Growth of  Electricity  (%),NA,2021,12,2.9,2021-12-01
Growth of  Electricity  (%),NA,2022,1,0.9,2022-01-01
Growth of  Electricity  (%),NA,2022,2,4.5,2022-02-01
Growth of  Electricity  (%),NA,2022,3,6.1,2022-03-01
Growth of  Electricity  (%),NA,2022,5,23.5,2022-05-01
Growth of  Electricity  (%),NA,2022,6,16.5,2022-06-01
Growth of  Electricity  (%),NA,2022,7,2.3,2022-07-01
Growth of  Electricity  (%),NA,2022,8,1.4,2022-08-01
Growth of  Electricity  (%),NA,2022,9,11.6,2022-09-01
Growth of  Electricity  (%),NA,2022,10,1.2,2022-10-01
Growth of  Electricity  (%),NA,2022,11,12.7,2022-11-01
Growth of  Electricity  (%),NA,2022,12,10.4,2022-12-01
Growth of  Electricity  (%),NA,2023,1,12.7,2023-01-01
Growth of  Electricity  (%),NA,2023,2,8.2,2023-02-01
Growth of  Electricity  (%),NA,2023,3,-1.6,2023-03-01
Growth of  Electricity  (%),NA,2023,4,-1.1,2023-04-01
Growth of  Electricity  (%),NA,2023,5,0.8,2023-05-01
Growth of  Electricity  (%),NA,2023,6,4.2,2023-06-01
Growth of  Electricity  (%),NA,2023,7,8.0,2023-07-01
Growth of  Electricity  (%),NA,2023,8,15.3,2023-08-01
Growth of  Electricity  (%),NA,2023,9,9.9,2023-09-01
Growth of  Electricity  (%),NA,2023,10,20.3,2023-10-01
Growth of  Electricity  (%),NA,2023,11,5.7,2023-11-01
Growth of  Electricity  (%),NA,2023,12,1.2,2023-12-01
Growth of  Electricity  (%),NA,2024,1,5.7,2024-01-01
Growth of  Electricity  (%),NA,2024,2,7.6,2024-02-01
Growth of  Electricity  (%),NA,2024,3,8.6,2024-03-01
Growth of  Electricity  (%),NA,2024,4,10.2,2024-04-01
Growth of  Electricity  (%),NA,2024,5,13.7,2024-05-01
Growth of  Electricity  (%),NA,2024,6,8.6,2024-06-01
Growth of  Electricity  (%),NA,2024,7,7.0,2024-07-01
Overall Growth rate,NA,2012,4,2.1,2012-04-01
Overall Growth rate,NA,2012,5,6.0,2012-05-01
Overall Growth rate,NA,2012,6,4.6,2012-06-01
Overall Growth rate,NA,2012,7,4.2,2012-07-01
Overall Growth rate,NA,2012,8,2.5,2012-08-01
Overall Growth rate,NA,2012,9,5.0,2012-09-01
Overall Growth rate,NA,2012,10,5.6,2012-10-01
Overall Growth rate,NA,2012,11,2.8,2012-11-01
Overall Growth rate,NA,2012,12,4.2,2012-12-01
Overall Growth rate,NA,2013,1,5.0,2013-01-01
Overall Growth rate,NA,2013,2,-0.2,2013-02-01
Overall Growth rate,NA,2013,3,3.9,2013-03-01
Overall Growth rate,NA,2013,4,2.4,2013-04-01
Overall Growth rate,NA,2013,5,1.6,2013-05-01
Overall Growth rate,NA,2013,6,0.0,2013-06-01
Overall Growth rate,NA,2013,7,2.2,2013-07-01
Overall Growth rate,NA,2013,8,4.2,2013-08-01
Overall Growth rate,NA,2013,9,7.9,2013-09-01
Overall Growth rate,NA,2013,10,-1.0,2013-10-01
Overall Growth rate,NA,2013,11,0.6,2013-11-01
Overall Growth rate,NA,2013,12,2.8,2013-12-01
Overall Growth rate,NA,2014,1,2.5,2014-01-01
Overall Growth rate,NA,2014,2,4.9,2014-02-01
Overall Growth rate,NA,2014,3,2.9,2014-03-01
Overall Growth rate,NA,2014,4,5.0,2014-04-01
Overall Growth rate,NA,2014,5,5.2,2014-05-01
Overall Growth rate,NA,2014,6,9.6,2014-06-01
Overall Growth rate,NA,2014,7,4.2,2014-07-01
Overall Growth rate,NA,2014,8,5.6,2014-08-01
Overall Growth rate,NA,2014,9,3.4,2014-09-01
Overall Growth rate,NA,2014,10,8.9,2014-10-01
Overall Growth rate,NA,2014,11,9.3,2014-11-01
Overall Growth rate,NA,2014,12,3.3,2014-12-01
Overall Growth rate,NA,2015,1,2.9,2015-01-01
Overall Growth rate,NA,2015,2,3.0,2015-02-01
Overall Growth rate,NA,2015,3,0.1,2015-03-01
Overall Growth rate,NA,2015,4,-0.5,2015-04-01
Overall Growth rate,NA,2015,5,2.4,2015-05-01
Overall Growth rate,NA,2015,6,1.4,2015-06-01
Overall Growth rate,NA,2015,7,3.0,2015-07-01
Overall Growth rate,NA,2015,8,4.0,2015-08-01
Overall Growth rate,NA,2015,9,2.4,2015-09-01
Overall Growth rate,NA,2015,10,1.2,2015-10-01
Overall Growth rate,NA,2015,11,0.2,2015-11-01
Overall Growth rate,NA,2015,12,1.8,2015-12-01
Overall Growth rate,NA,2016,1,4.2,2016-01-01
Overall Growth rate,NA,2016,2,7.7,2016-02-01
Overall Growth rate,NA,2016,3,7.7,2016-03-01
Overall Growth rate,NA,2016,4,8.7,2016-04-01
Overall Growth rate,NA,2016,5,5.2,2016-05-01
Overall Growth rate,NA,2016,6,7.0,2016-06-01
Overall Growth rate,NA,2016,7,3.1,2016-07-01
Overall Growth rate,NA,2016,8,3.1,2016-08-01
Overall Growth rate,NA,2016,9,5.3,2016-09-01
Overall Growth rate,NA,2016,10,7.1,2016-10-01
Overall Growth rate,NA,2016,11,3.2,2016-11-01
Overall Growth rate,NA,2016,12,5.6,2016-12-01
Overall Growth rate,NA,2017,1,3.4,2017-01-01
Overall Growth rate,NA,2017,2,0.6,2017-02-01
Overall Growth rate,NA,2017,3,5.2,2017-03-01
Overall Growth rate,NA,2017,4,2.6,2017-04-01
Overall Growth rate,NA,2017,5,3.9,2017-05-01
Overall Growth rate,NA,2017,6,1.0,2017-06-01
Overall Growth rate,NA,2017,7,2.9,2017-07-01
Overall Growth rate,NA,2017,8,4.4,2017-08-01
Overall Growth rate,NA,2017,9,4.7,2017-09-01
Overall Growth rate,NA,2017,10,5.0,2017-10-01
Overall Growth rate,NA,2017,11,6.9,2017-11-01
Overall Growth rate,NA,2017,12,3.8,2017-12-01
Overall Growth rate,NA,2018,1,6.2,2018-01-01
Overall Growth rate,NA,2018,2,5.4,2018-02-01
Overall Growth rate,NA,2018,3,4.5,2018-03-01
Overall Growth rate,NA,2018,4,4.7,2018-04-01
Overall Growth rate,NA,2018,5,4.1,2018-05-01
Overall Growth rate,NA,2018,6,7.8,2018-06-01
Overall Growth rate,NA,2018,7,7.3,2018-07-01
Overall Growth rate,NA,2018,8,4.7,2018-08-01
Overall Growth rate,NA,2018,9,4.3,2018-09-01
Overall Growth rate,NA,2018,10,4.8,2018-10-01
Overall Growth rate,NA,2018,11,3.3,2018-11-01
Overall Growth rate,NA,2018,12,2.1,2018-12-01
Overall Growth rate,NA,2019,1,1.5,2019-01-01
Overall Growth rate,NA,2019,2,2.2,2019-02-01
Overall Growth rate,NA,2019,3,5.8,2019-03-01
Overall Growth rate,NA,2019,4,5.2,2019-04-01
Overall Growth rate,NA,2019,5,3.8,2019-05-01
Overall Growth rate,NA,2019,6,1.2,2019-06-01
Overall Growth rate,NA,2019,7,2.6,2019-07-01
Overall Growth rate,NA,2019,8,-0.2,2019-08-01
Overall Growth rate,NA,2019,9,-5.1,2019-09-01
Overall Growth rate,NA,2019,10,-5.5,2019-10-01
Overall Growth rate,NA,2019,11,0.7,2019-11-01
Overall Growth rate,NA,2019,12,3.1,2019-12-01
Overall Growth rate,NA,2020,1,2.2,2020-01-01
Overall Growth rate,NA,2020,2,6.4,2020-02-01
Overall Growth rate,NA,2020,3,-8.6,2020-03-01
Overall Growth rate,NA,2020,4,-37.9,2020-04-01
Overall Growth rate,NA,2020,5,-21.4,2020-05-01
Overall Growth rate,NA,2020,6,-12.4,2020-06-01
Overall Growth rate,NA,2020,7,-7.6,2020-07-01
Overall Growth rate,NA,2020,8,-6.9,2020-08-01
Overall Growth rate,NA,2020,9,0.6,2020-09-01
Overall Growth rate,NA,2020,10,-0.5,2020-10-01
Overall Growth rate,NA,2020,11,-1.1,2020-11-01
Overall Growth rate,NA,2020,12,0.4,2020-12-01
Overall Growth rate,NA,2021,1,1.3,2021-01-01
Overall Growth rate,NA,2021,2,-3.3,2021-02-01
Overall Growth rate,NA,2021,3,12.6,2021-03-01
Overall Growth rate,NA,2021,4,62.6,2021-04-01
Overall Growth rate,NA,2021,5,16.4,2021-05-01
Overall Growth rate,NA,2021,6,9.4,2021-06-01
Overall Growth rate,NA,2021,7,9.9,2021-07-01
Overall Growth rate,NA,2021,8,12.2,2021-08-01
Overall Growth rate,NA,2021,9,5.4,2021-09-01
Overall Growth rate,NA,2021,10,8.7,2021-10-01
Overall Growth rate,NA,2021,11,3.2,2021-11-01
Overall Growth rate,NA,2021,12,4.1,2021-12-01
Overall Growth rate,NA,2022,1,4.0,2022-01-01
Overall Growth rate,NA,2022,2,5.9,2022-02-01
Overall Growth rate,NA,2022,3,4.8,2022-03-01
Overall Growth rate,NA,2022,5,19.3,2022-05-01
Overall Growth rate,NA,2022,6,13.1,2022-06-01
Overall Growth rate,NA,2022,7,4.8,2022-07-01
Overall Growth rate,NA,2022,8,4.2,2022-08-01
Overall Growth rate,NA,2022,9,8.3,2022-09-01
Overall Growth rate,NA,2022,10,0.7,2022-10-01
Overall Growth rate,NA,2022,11,5.7,2022-11-01
Overall Growth rate,NA,2022,12,8.3,2022-12-01
Overall Growth rate,NA,2023,1,9.7,2023-01-01
Overall Growth rate,NA,2023,2,7.4,2023-02-01
Overall Growth rate,NA,2023,3,4.2,2023-03-01
Overall Growth rate,NA,2023,4,4.6,2023-04-01
Overall Growth rate,NA,2023,5,5.2,2023-05-01
Overall Growth rate,NA,2023,6,8.4,2023-06-01
Overall Growth rate,NA,2023,7,8.5,2023-07-01
Overall Growth rate,NA,2023,8,13.4,2023-08-01
Overall Growth rate,NA,2023,9,9.4,2023-09-01
Overall Growth rate,NA,2023,10,12.7,2023-10-01
Overall Growth rate,NA,2023,11,7.9,2023-11-01
Overall Growth rate,NA,2023,12,5.0,2023-12-01
Overall Growth rate,NA,2024,1,4.1,2024-01-01
Overall Growth rate,NA,2024,2,7.1,2024-02-01
Overall Growth rate,NA,2024,3,6.3,2024-03-01
Overall Growth rate,NA,2024,4,6.9,2024-04-01
Overall Growth rate,NA,2024,5,6.4,2024-05-01
Overall Growth rate,NA,2024,6,5.1,2024-06-01
Overall Growth rate,NA,2024,7,6.1,2024-07-01
Growth of  Steel  (%),NA,2012,4,11.2,2012-04-01
Growth of  Steel  (%),NA,2012,5,20.4,2012-05-01
Growth of  Steel  (%),NA,2012,6,7.9,2012-06-01
Growth of  Steel  (%),NA,2012,7,12.5,2012-07-01
Growth of  Steel  (%),NA,2012,8,3.0,2012-08-01
Growth of  Steel  (%),NA,2012,9,1.8,2012-09-01
Growth of  Steel  (%),NA,2012,10,-4.8,2012-10-01
Growth of  Steel  (%),NA,2012,11,13.3,2012-11-01
Growth of  Steel  (%),NA,2012,12,8.3,2012-12-01
Growth of  Steel  (%),NA,2013,1,6.4,2013-01-01
Growth of  Steel  (%),NA,2013,2,4.7,2013-02-01
Growth of  Steel  (%),NA,2013,3,11.5,2013-03-01
Growth of  Steel  (%),NA,2013,4,3.1,2013-04-01
Growth of  Steel  (%),NA,2013,5,1.5,2013-05-01
Growth of  Steel  (%),NA,2013,6,4.0,2013-06-01
Growth of  Steel  (%),NA,2013,7,6.1,2013-07-01
Growth of  Steel  (%),NA,2013,8,8.0,2013-08-01
Growth of  Steel  (%),NA,2013,9,10.1,2013-09-01
Growth of  Steel  (%),NA,2013,10,6.0,2013-10-01
Growth of  Steel  (%),NA,2013,11,4.8,2013-11-01
Growth of  Steel  (%),NA,2013,12,10.4,2013-12-01
Growth of  Steel  (%),NA,2014,1,10.8,2014-01-01
Growth of  Steel  (%),NA,2014,2,11.4,2014-02-01
Growth of  Steel  (%),NA,2014,3,11.8,2014-03-01
Growth of  Steel  (%),NA,2014,4,5.4,2014-04-01
Growth of  Steel  (%),NA,2014,5,8.0,2014-05-01
Growth of  Steel  (%),NA,2014,6,12.4,2014-06-01
Growth of  Steel  (%),NA,2014,7,2.7,2014-07-01
Growth of  Steel  (%),NA,2014,8,9.4,2014-08-01
Growth of  Steel  (%),NA,2014,9,6.6,2014-09-01
Growth of  Steel  (%),NA,2014,10,14.2,2014-10-01
Growth of  Steel  (%),NA,2014,11,9.9,2014-11-01
Growth of  Steel  (%),NA,2014,12,0.0,2014-12-01
Growth of  Steel  (%),NA,2015,1,3.4,2015-01-01
Growth of  Steel  (%),NA,2015,2,-0.6,2015-02-01
Growth of  Steel  (%),NA,2015,3,-6.5,2015-03-01
Growth of  Steel  (%),NA,2015,4,2.1,2015-04-01
Growth of  Steel  (%),NA,2015,5,-7.0,2015-05-01
Growth of  Steel  (%),NA,2015,6,-1.9,2015-06-01
Growth of  Steel  (%),NA,2015,7,-2.0,2015-07-01
Growth of  Steel  (%),NA,2015,8,-3.4,2015-08-01
Growth of  Steel  (%),NA,2015,9,-0.9,2015-09-01
Growth of  Steel  (%),NA,2015,10,-5.5,2015-10-01
Growth of  Steel  (%),NA,2015,11,-6.8,2015-11-01
Growth of  Steel  (%),NA,2015,12,-3.1,2015-12-01
Growth of  Steel  (%),NA,2016,1,0.0,2016-01-01
Growth of  Steel  (%),NA,2016,2,6.1,2016-02-01
Growth of  Steel  (%),NA,2016,3,7.8,2016-03-01
Growth of  Steel  (%),NA,2016,4,4.5,2016-04-01
Growth of  Steel  (%),NA,2016,5,13.4,2016-05-01
Growth of  Steel  (%),NA,2016,6,8.8,2016-06-01
Growth of  Steel  (%),NA,2016,7,0.0,2016-07-01
Growth of  Steel  (%),NA,2016,8,16.7,2016-08-01
Growth of  Steel  (%),NA,2016,9,16.1,2016-09-01
Growth of  Steel  (%),NA,2016,10,17.4,2016-10-01
Growth of  Steel  (%),NA,2016,11,5.4,2016-11-01
Growth of  Steel  (%),NA,2016,12,15.9,2016-12-01
Growth of  Steel  (%),NA,2017,1,11.3,2017-01-01
Growth of  Steel  (%),NA,2017,2,8.7,2017-02-01
Growth of  Steel  (%),NA,2017,3,11.0,2017-03-01
Growth of  Steel  (%),NA,2017,4,9.0,2017-04-01
Growth of  Steel  (%),NA,2017,5,3.8,2017-05-01
Growth of  Steel  (%),NA,2017,6,6.0,2017-06-01
Growth of  Steel  (%),NA,2017,7,9.4,2017-07-01
Growth of  Steel  (%),NA,2017,8,2.2,2017-08-01
Growth of  Steel  (%),NA,2017,9,3.7,2017-09-01
Growth of  Steel  (%),NA,2017,10,8.6,2017-10-01
Growth of  Steel  (%),NA,2017,11,14.5,2017-11-01
Growth of  Steel  (%),NA,2017,12,0.4,2017-12-01
Growth of  Steel  (%),NA,2018,1,1.7,2018-01-01
Growth of  Steel  (%),NA,2018,2,5.0,2018-02-01
Growth of  Steel  (%),NA,2018,3,4.7,2018-03-01
Growth of  Steel  (%),NA,2018,4,3.0,2018-04-01
Growth of  Steel  (%),NA,2018,5,-0.1,2018-05-01
Growth of  Steel  (%),NA,2018,6,4.2,2018-06-01
Growth of  Steel  (%),NA,2018,7,6.9,2018-07-01
Growth of  Steel  (%),NA,2018,8,4.0,2018-08-01
Growth of  Steel  (%),NA,2018,9,3.2,2018-09-01
Growth of  Steel  (%),NA,2018,10,2.4,2018-10-01
Growth of  Steel  (%),NA,2018,11,5.3,2018-11-01
Growth of  Steel  (%),NA,2018,12,10.1,2018-12-01
Growth of  Steel  (%),NA,2019,1,5.5,2019-01-01
Growth of  Steel  (%),NA,2019,2,4.9,2019-02-01
Growth of  Steel  (%),NA,2019,3,11.5,2019-03-01
Growth of  Steel  (%),NA,2019,4,13.3,2019-04-01
Growth of  Steel  (%),NA,2019,5,13.3,2019-05-01
Growth of  Steel  (%),NA,2019,6,10.8,2019-06-01
Growth of  Steel  (%),NA,2019,7,8.1,2019-07-01
Growth of  Steel  (%),NA,2019,8,3.8,2019-08-01
Growth of  Steel  (%),NA,2019,9,-1.4,2019-09-01
Growth of  Steel  (%),NA,2019,10,-0.5,2019-10-01
Growth of  Steel  (%),NA,2019,11,7.0,2019-11-01
Growth of  Steel  (%),NA,2019,12,8.7,2019-12-01
Growth of  Steel  (%),NA,2020,1,1.6,2020-01-01
Growth of  Steel  (%),NA,2020,2,2.9,2020-02-01
Growth of  Steel  (%),NA,2020,3,-21.9,2020-03-01
Growth of  Steel  (%),NA,2020,4,-82.8,2020-04-01
Growth of  Steel  (%),NA,2020,5,-40.4,2020-05-01
Growth of  Steel  (%),NA,2020,6,-23.2,2020-06-01
Growth of  Steel  (%),NA,2020,7,-6.5,2020-07-01
Growth of  Steel  (%),NA,2020,8,0.5,2020-08-01
Growth of  Steel  (%),NA,2020,9,6.2,2020-09-01
Growth of  Steel  (%),NA,2020,10,5.9,2020-10-01
Growth of  Steel  (%),NA,2020,11,0.7,2020-11-01
Growth of  Steel  (%),NA,2020,12,3.5,2020-12-01
Growth of  Steel  (%),NA,2021,1,8.2,2021-01-01
Growth of  Steel  (%),NA,2021,2,2.2,2021-02-01
Growth of  Steel  (%),NA,2021,3,31.5,2021-03-01
Growth of  Steel  (%),NA,2021,4,494.8,2021-04-01
Growth of  Steel  (%),NA,2021,5,55.1,2021-05-01
Growth of  Steel  (%),NA,2021,6,25.2,2021-06-01
Growth of  Steel  (%),NA,2021,7,9.4,2021-07-01
Growth of  Steel  (%),NA,2021,8,6.9,2021-08-01
Growth of  Steel  (%),NA,2021,9,7.1,2021-09-01
Growth of  Steel  (%),NA,2021,10,5.9,2021-10-01
Growth of  Steel  (%),NA,2021,11,0.9,2021-11-01
Growth of  Steel  (%),NA,2021,12,-0.6,2021-12-01
Growth of  Steel  (%),NA,2022,1,3.8,2022-01-01
Growth of  Steel  (%),NA,2022,2,5.6,2022-02-01
Growth of  Steel  (%),NA,2022,3,4.1,2022-03-01
Growth of  Steel  (%),NA,2022,5,15.1,2022-05-01
Growth of  Steel  (%),NA,2022,6,3.3,2022-06-01
Growth of  Steel  (%),NA,2022,7,7.5,2022-07-01
Growth of  Steel  (%),NA,2022,8,5.8,2022-08-01
Growth of  Steel  (%),NA,2022,9,7.7,2022-09-01
Growth of  Steel  (%),NA,2022,10,5.8,2022-10-01
Growth of  Steel  (%),NA,2022,11,11.5,2022-11-01
Growth of  Steel  (%),NA,2022,12,12.3,2022-12-01
Growth of  Steel  (%),NA,2023,1,14.3,2023-01-01
Growth of  Steel  (%),NA,2023,2,12.4,2023-02-01
Growth of  Steel  (%),NA,2023,3,12.1,2023-03-01
Growth of  Steel  (%),NA,2023,4,16.6,2023-04-01
Growth of  Steel  (%),NA,2023,5,12.0,2023-05-01
Growth of  Steel  (%),NA,2023,6,21.3,2023-06-01
Growth of  Steel  (%),NA,2023,7,14.9,2023-07-01
Growth of  Steel  (%),NA,2023,8,16.3,2023-08-01
Growth of  Steel  (%),NA,2023,9,14.8,2023-09-01
Growth of  Steel  (%),NA,2023,10,13.6,2023-10-01
Growth of  Steel  (%),NA,2023,11,9.8,2023-11-01
Growth of  Steel  (%),NA,2023,12,8.3,2023-12-01
Growth of  Steel  (%),NA,2024,1,9.2,2024-01-01
Growth of  Steel  (%),NA,2024,2,9.4,2024-02-01
Growth of  Steel  (%),NA,2024,3,7.5,2024-03-01
Growth of  Steel  (%),NA,2024,4,9.8,2024-04-01
Growth of  Steel  (%),NA,2024,5,6.8,2024-05-01
Growth of  Steel  (%),NA,2024,6,6.7,2024-06-01
Growth of  Steel  (%),NA,2024,7,7.2,2024-07-01
Index of Cement,NA,2011,4,97.7,2011-04-01
Index of Cement,NA,2011,5,95.6,2011-05-01
Index of Cement,NA,2011,6,93.4,2011-06-01
Index of Cement,NA,2011,7,97.5,2011-07-01
Index of Cement,NA,2011,8,92.0,2011-08-01
Index of Cement,NA,2011,9,85.9,2011-09-01
Index of Cement,NA,2011,10,99.6,2011-10-01
Index of Cement,NA,2011,11,94.4,2011-11-01
Index of Cement,NA,2011,12,105.3,2011-12-01
Index of Cement,NA,2012,1,110.3,2012-01-01
Index of Cement,NA,2012,2,108.8,2012-02-01
Index of Cement,NA,2012,3,119.7,2012-03-01
Index of Cement,NA,2012,4,106.8,2012-04-01
Index of Cement,NA,2012,5,107.1,2012-05-01
Index of Cement,NA,2012,6,103.2,2012-06-01
Index of Cement,NA,2012,7,101.6,2012-07-01
Index of Cement,NA,2012,8,92.8,2012-08-01
Index of Cement,NA,2012,9,98.1,2012-09-01
Index of Cement,NA,2012,10,106.7,2012-10-01
Index of Cement,NA,2012,11,94.6,2012-11-01
Index of Cement,NA,2012,12,115.2,2012-12-01
Index of Cement,NA,2013,1,121.5,2013-01-01
Index of Cement,NA,2013,2,112.2,2013-02-01
Index of Cement,NA,2013,3,129.6,2013-03-01
Index of Cement,NA,2013,4,116.9,2013-04-01
Index of Cement,NA,2013,5,114.1,2013-05-01
Index of Cement,NA,2013,6,105.9,2013-06-01
Index of Cement,NA,2013,7,101.8,2013-07-01
Index of Cement,NA,2013,8,97.5,2013-08-01
Index of Cement,NA,2013,9,110.0,2013-09-01
Index of Cement,NA,2013,10,107.7,2013-10-01
Index of Cement,NA,2013,11,98.2,2013-11-01
Index of Cement,NA,2013,12,116.6,2013-12-01
Index of Cement,NA,2014,1,123.9,2014-01-01
Index of Cement,NA,2014,2,114.9,2014-02-01
Index of Cement,NA,2014,3,130.1,2014-03-01
Index of Cement,NA,2014,4,127.0,2014-04-01
Index of Cement,NA,2014,5,125.2,2014-05-01
Index of Cement,NA,2014,6,121.6,2014-06-01
Index of Cement,NA,2014,7,118.7,2014-07-01
Index of Cement,NA,2014,8,107.3,2014-08-01
Index of Cement,NA,2014,9,114.0,2014-09-01
Index of Cement,NA,2014,10,106.4,2014-10-01
Index of Cement,NA,2014,11,108.5,2014-11-01
Index of Cement,NA,2014,12,121.1,2014-12-01
Index of Cement,NA,2015,1,124.1,2015-01-01
Index of Cement,NA,2015,2,117.4,2015-02-01
Index of Cement,NA,2015,3,125.3,2015-03-01
Index of Cement,NA,2015,4,123.7,2015-04-01
Index of Cement,NA,2015,5,127.0,2015-05-01
Index of Cement,NA,2015,6,123.5,2015-06-01
Index of Cement,NA,2015,7,120.3,2015-07-01
Index of Cement,NA,2015,8,113.0,2015-08-01
Index of Cement,NA,2015,9,112.1,2015-09-01
Index of Cement,NA,2015,10,119.4,2015-10-01
Index of Cement,NA,2015,11,106.7,2015-11-01
Index of Cement,NA,2015,12,126.1,2015-12-01
Index of Cement,NA,2016,1,135.6,2016-01-01
Index of Cement,NA,2016,2,133.3,2016-02-01
Index of Cement,NA,2016,3,141.4,2016-03-01
Index of Cement,NA,2016,4,129.0,2016-04-01
Index of Cement,NA,2016,5,130.4,2016-05-01
Index of Cement,NA,2016,6,136.5,2016-06-01
Index of Cement,NA,2016,7,121.1,2016-07-01
Index of Cement,NA,2016,8,116.5,2016-08-01
Index of Cement,NA,2016,9,119.7,2016-09-01
Index of Cement,NA,2016,10,126.9,2016-10-01
Index of Cement,NA,2016,11,107.3,2016-11-01
Index of Cement,NA,2016,12,115.0,2016-12-01
Index of Cement,NA,2017,1,117.6,2017-01-01
Index of Cement,NA,2017,2,112.2,2017-02-01
Index of Cement,NA,2017,3,131.8,2017-03-01
Index of Cement,NA,2017,4,122.3,2017-04-01
Index of Cement,NA,2017,5,128.6,2017-05-01
Index of Cement,NA,2017,6,132.0,2017-06-01
Index of Cement,NA,2017,7,122.4,2017-07-01
Index of Cement,NA,2017,8,117.3,2017-08-01
Index of Cement,NA,2017,9,119.8,2017-09-01
Index of Cement,NA,2017,10,125.2,2017-10-01
Index of Cement,NA,2017,11,125.4,2017-11-01
Index of Cement,NA,2017,12,135.3,2017-12-01
Index of Cement,NA,2018,1,140.6,2018-01-01
Index of Cement,NA,2018,2,138.0,2018-02-01
Index of Cement,NA,2018,3,149.6,2018-03-01
Index of Cement,NA,2018,4,149.1,2018-04-01
Index of Cement,NA,2018,5,145.3,2018-05-01
Index of Cement,NA,2018,6,150.7,2018-06-01
Index of Cement,NA,2018,7,136.0,2018-07-01
Index of Cement,NA,2018,8,134.5,2018-08-01
Index of Cement,NA,2018,9,133.9,2018-09-01
Index of Cement,NA,2018,10,148.4,2018-10-01
Index of Cement,NA,2018,11,136.5,2018-11-01
Index of Cement,NA,2018,12,151.0,2018-12-01
Index of Cement,NA,2019,1,156.1,2019-01-01
Index of Cement,NA,2019,2,149.1,2019-02-01
Index of Cement,NA,2019,3,173.2,2019-03-01
Index of Cement,NA,2019,4,152.5,2019-04-01
Index of Cement,NA,2019,5,149.3,2019-05-01
Index of Cement,NA,2019,6,147.9,2019-06-01
Index of Cement,NA,2019,7,146.5,2019-07-01
Index of Cement,NA,2019,8,127.7,2019-08-01
Index of Cement,NA,2019,9,131.3,2019-09-01
Index of Cement,NA,2019,10,137.0,2019-10-01
Index of Cement,NA,2019,11,142.4,2019-11-01
Index of Cement,NA,2019,12,159.2,2019-12-01
Index of Cement,NA,2020,1,164.1,2020-01-01
Index of Cement,NA,2020,2,160.7,2020-02-01
Index of Cement,NA,2020,3,129.8,2020-03-01
Index of Cement,NA,2020,4,22.5,2020-04-01
Index of Cement,NA,2020,5,117.3,2020-05-01
Index of Cement,NA,2020,6,137.8,2020-06-01
Index of Cement,NA,2020,7,126.8,2020-07-01
Index of Cement,NA,2020,8,109.1,2020-08-01
Index of Cement,NA,2020,9,126.8,2020-09-01
Index of Cement,NA,2020,10,141.3,2020-10-01
Index of Cement,NA,2020,11,132.1,2020-11-01
Index of Cement,NA,2020,12,147.8,2020-12-01
Index of Cement,NA,2021,1,154.6,2021-01-01
Index of Cement,NA,2021,2,160.9,2021-02-01
Index of Cement,NA,2021,3,182.5,2021-03-01
Index of Cement,NA,2021,4,159.0,2021-04-01
Index of Cement,NA,2021,5,131.1,2021-05-01
Index of Cement,NA,2021,6,148.2,2021-06-01
Index of Cement,NA,2021,7,154.3,2021-07-01
Index of Cement,NA,2021,8,148.8,2021-08-01
Index of Cement,NA,2021,9,141.1,2021-09-01
Index of Cement,NA,2021,10,161.9,2021-10-01
Index of Cement,NA,2021,11,127.3,2021-11-01
Index of Cement,NA,2021,12,168.8,2021-12-01
Index of Cement,NA,2022,1,176.4,2022-01-01
Index of Cement,NA,2022,2,167.7,2022-02-01
Index of Cement,NA,2022,3,198.8,2022-03-01
Index of Cement,NA,2022,5,165.4,2022-05-01
